collection,campaign,campaign_type,targeting,ad_group,keyword,match_type,bid_usd,daily_budget,language,notes
Relationships & Communication,Relationships & Communication | Manual Exact,Sponsored Products,Keyword,exact_titles,boundaries book,Exact,0.45,2.5,en,Long-tail de titulos propios. Alta intención de compra.
Relationships & Communication,Relationships & Communication | Manual Exact,Sponsored Products,Keyword,exact_titles,self love book,Exact,0.45,2.5,en,Long-tail de titulos propios. Alta intención de compra.
Relationships & Communication,Relationships & Communication | Manual Exact,Sponsored Products,Keyword,exact_titles,love story book,Exact,0.45,2.5,en,Long-tail de titulos propios. Alta intención de compra.
Relationships & Communication,Relationships & Communication | Manual Exact,Sponsored Products,Keyword,exact_titles,patterns repeat book,Exact,0.45,2.5,en,Long-tail de titulos propios. Alta intención de compra.
Relationships & Communication,Relationships & Communication | Manual Exact,Sponsored Products,Keyword,exact_titles,patterns book,Exact,0.45,2.5,en,Long-tail de titulos propios. Alta intención de compra.
Relationships & Communication,Relationships & Communication | Manual Exact,Sponsored Products,Keyword,exact_titles,repeat book,Exact,0.45,2.5,en,Long-tail de titulos propios. Alta intención de compra.
Relationships & Communication,Relationships & Communication | Manual Exact,Sponsored Products,Keyword,exact_titles,attachment styles book,Exact,0.45,2.5,en,Long-tail de titulos propios. Alta intención de compra.
Relationships & Communication,Relationships & Communication | Manual Exact,Sponsored Products,Keyword,exact_titles,attachment book,Exact,0.45,2.5,en,Long-tail de titulos propios. Alta intención de compra.
Relationships & Communication,Relationships & Communication | Manual Exact,Sponsored Products,Keyword,exact_titles,styles book,Exact,0.45,2.5,en,Long-tail de titulos propios. Alta intención de compra.
Relationships & Communication,Relationships & Communication | Manual Exact,Sponsored Products,Keyword,exact_titles,emotions relationship book,Exact,0.45,2.5,en,Long-tail de titulos propios. Alta intención de compra.
Relationships & Communication,Relationships & Communication | Manual Exact,Sponsored Products,Keyword,exact_titles,emotions book,Exact,0.45,2.5,en,Long-tail de titulos propios. Alta intención de compra.
Relationships & Communication,Relationships & Communication | Manual Exact,Sponsored Products,Keyword,exact_titles,art asking book,Exact,0.45,2.5,en,Long-tail de titulos propios. Alta intención de compra.
Relationships & Communication,Relationships & Communication | Manual Exact,Sponsored Products,Keyword,exact_titles,asking help book,Exact,0.45,2.5,en,Long-tail de titulos propios. Alta intención de compra.
Relationships & Communication,Relationships & Communication | Manual Exact,Sponsored Products,Keyword,exact_titles,asking book,Exact,0.45,2.5,en,Long-tail de titulos propios. Alta intención de compra.
Relationships & Communication,Relationships & Communication | Manual Exact,Sponsored Products,Keyword,exact_titles,self knowledge book,Exact,0.45,2.5,en,Long-tail de titulos propios. Alta intención de compra.
Relationships & Communication,Relationships & Communication | Manual Exact,Sponsored Products,Keyword,exact_titles,knowledge relationships book,Exact,0.45,2.5,en,Long-tail de titulos propios. Alta intención de compra.
Relationships & Communication,Relationships & Communication | Manual Exact,Sponsored Products,Keyword,exact_titles,knowledge book,Exact,0.45,2.5,en,Long-tail de titulos propios. Alta intención de compra.
Relationships & Communication,Relationships & Communication | Manual Exact,Sponsored Products,Keyword,exact_titles,relationships book,Exact,0.45,2.5,en,Long-tail de titulos propios. Alta intención de compra.
Relationships & Communication,Relationships & Communication | Manual Exact,Sponsored Products,Keyword,exact_titles,relational map book,Exact,0.45,2.5,en,Long-tail de titulos propios. Alta intención de compra.
Relationships & Communication,Relationships & Communication | Manual Exact,Sponsored Products,Keyword,exact_titles,learn really book,Exact,0.45,2.5,en,Long-tail de titulos propios. Alta intención de compra.
Relationships & Communication,Relationships & Communication | Manual Exact,Sponsored Products,Keyword,exact_titles,really listen book,Exact,0.45,2.5,en,Long-tail de titulos propios. Alta intención de compra.
Relationships & Communication,Relationships & Communication | Manual Exact,Sponsored Products,Keyword,exact_titles,really book,Exact,0.45,2.5,en,Long-tail de titulos propios. Alta intención de compra.
Relationships & Communication,Relationships & Communication | ASIN Competidores,Sponsored Products,Product (ASIN),competitor_asins,[BUSCAR EN AMAZON: The Five Love Languages Chapman],ASIN,0.4,1.0,en,Reemplazar [BUSCAR EN AMAZON: ...] con el ASIN real (B0XXXXX). Aparecer en paginas de competidores.
Relationships & Communication,Relationships & Communication | ASIN Competidores,Sponsored Products,Product (ASIN),competitor_asins,[BUSCAR EN AMAZON: Attached Levine Heller],ASIN,0.4,1.0,en,Reemplazar [BUSCAR EN AMAZON: ...] con el ASIN real (B0XXXXX). Aparecer en paginas de competidores.
Relationships & Communication,Relationships & Communication | ASIN Competidores,Sponsored Products,Product (ASIN),competitor_asins,[BUSCAR EN AMAZON: Set Boundaries Find Peace Nedra Tawwab],ASIN,0.4,1.0,en,Reemplazar [BUSCAR EN AMAZON: ...] con el ASIN real (B0XXXXX). Aparecer en paginas de competidores.
IA e Inteligencia Artificial,IA e Inteligencia Artificial | Auto,Sponsored Products,Auto,auto_all,(auto — Amazon elige targets),Auto,0.35,1.5,es,Lanzar primero. Dejar 2 semanas. Minar search terms para Manual.
IA e Inteligencia Artificial,IA e Inteligencia Artificial | Manual Broad,Sponsored Products,Keyword,broad_seeds,inteligencia artificial libro,Broad,0.3,1.75,es,"Descubrimiento. Revisar semanalmente, pausar keywords con alto ACOS."
IA e Inteligencia Artificial,IA e Inteligencia Artificial | Manual Broad,Sponsored Products,Keyword,broad_seeds,machine learning libro,Broad,0.3,1.75,es,"Descubrimiento. Revisar semanalmente, pausar keywords con alto ACOS."
IA e Inteligencia Artificial,IA e Inteligencia Artificial | Manual Broad,Sponsored Products,Keyword,broad_seeds,IA explicada,Broad,0.3,1.75,es,"Descubrimiento. Revisar semanalmente, pausar keywords con alto ACOS."
IA e Inteligencia Artificial,IA e Inteligencia Artificial | Manual Broad,Sponsored Products,Keyword,broad_seeds,inteligencia artificial para principiantes,Broad,0.3,1.75,es,"Descubrimiento. Revisar semanalmente, pausar keywords con alto ACOS."
IA e Inteligencia Artificial,IA e Inteligencia Artificial | Manual Broad,Sponsored Products,Keyword,broad_seeds,futuro inteligencia artificial,Broad,0.3,1.75,es,"Descubrimiento. Revisar semanalmente, pausar keywords con alto ACOS."
IA e Inteligencia Artificial,IA e Inteligencia Artificial | Manual Broad,Sponsored Products,Keyword,broad_seeds,libro tecnologia,Broad,0.3,1.75,es,"Descubrimiento. Revisar semanalmente, pausar keywords con alto ACOS."
IA e Inteligencia Artificial,IA e Inteligencia Artificial | Manual Broad,Sponsored Products,Keyword,broad_seeds,automatizacion trabajo,Broad,0.3,1.75,es,"Descubrimiento. Revisar semanalmente, pausar keywords con alto ACOS."
IA e Inteligencia Artificial,IA e Inteligencia Artificial | Manual Broad,Sponsored Products,Keyword,broad_seeds,ChatGPT libro español,Broad,0.3,1.75,es,"Descubrimiento. Revisar semanalmente, pausar keywords con alto ACOS."
IA e Inteligencia Artificial,IA e Inteligencia Artificial | Manual Exact,Sponsored Products,Keyword,exact_titles,metodo nova libro,Exact,0.45,1.25,es,Long-tail de titulos propios. Alta intención de compra.
IA e Inteligencia Artificial,IA e Inteligencia Artificial | Manual Exact,Sponsored Products,Keyword,exact_titles,metodo libro,Exact,0.45,1.25,es,Long-tail de titulos propios. Alta intención de compra.
IA e Inteligencia Artificial,IA e Inteligencia Artificial | Manual Exact,Sponsored Products,Keyword,exact_titles,inteligencia artificial libro,Exact,0.45,1.25,es,Long-tail de titulos propios. Alta intención de compra.
IA e Inteligencia Artificial,IA e Inteligencia Artificial | Manual Exact,Sponsored Products,Keyword,exact_titles,inteligencia libro,Exact,0.45,1.25,es,Long-tail de titulos propios. Alta intención de compra.
IA e Inteligencia Artificial,IA e Inteligencia Artificial | Manual Exact,Sponsored Products,Keyword,exact_titles,artificial libro,Exact,0.45,1.25,es,Long-tail de titulos propios. Alta intención de compra.
IA e Inteligencia Artificial,IA e Inteligencia Artificial | Manual Exact,Sponsored Products,Keyword,exact_titles,como aprende libro,Exact,0.45,1.25,es,Long-tail de titulos propios. Alta intención de compra.
IA e Inteligencia Artificial,IA e Inteligencia Artificial | Manual Exact,Sponsored Products,Keyword,exact_titles,aprende maquina libro,Exact,0.45,1.25,es,Long-tail de titulos propios. Alta intención de compra.
IA e Inteligencia Artificial,IA e Inteligencia Artificial | Manual Exact,Sponsored Products,Keyword,exact_titles,aprende libro,Exact,0.45,1.25,es,Long-tail de titulos propios. Alta intención de compra.
IA e Inteligencia Artificial,IA e Inteligencia Artificial | Manual Exact,Sponsored Products,Keyword,exact_titles,maquina libro,Exact,0.45,1.25,es,Long-tail de titulos propios. Alta intención de compra.
IA e Inteligencia Artificial,IA e Inteligencia Artificial | Manual Exact,Sponsored Products,Keyword,exact_titles,redes neuronales libro,Exact,0.45,1.25,es,Long-tail de titulos propios. Alta intención de compra.
IA e Inteligencia Artificial,IA e Inteligencia Artificial | Manual Exact,Sponsored Products,Keyword,exact_titles,neuronales conversaciones libro,Exact,0.45,1.25,es,Long-tail de titulos propios. Alta intención de compra.
IA e Inteligencia Artificial,IA e Inteligencia Artificial | Manual Exact,Sponsored Products,Keyword,exact_titles,neuronales libro,Exact,0.45,1.25,es,Long-tail de titulos propios. Alta intención de compra.
IA e Inteligencia Artificial,IA e Inteligencia Artificial | Manual Exact,Sponsored Products,Keyword,exact_titles,conversaciones libro,Exact,0.45,1.25,es,Long-tail de titulos propios. Alta intención de compra.
IA e Inteligencia Artificial,IA e Inteligencia Artificial | Manual Exact,Sponsored Products,Keyword,exact_titles,grandes modelos libro,Exact,0.45,1.25,es,Long-tail de titulos propios. Alta intención de compra.
IA e Inteligencia Artificial,IA e Inteligencia Artificial | Manual Exact,Sponsored Products,Keyword,exact_titles,modelos lenguaje libro,Exact,0.45,1.25,es,Long-tail de titulos propios. Alta intención de compra.
IA e Inteligencia Artificial,IA e Inteligencia Artificial | Manual Exact,Sponsored Products,Keyword,exact_titles,grandes libro,Exact,0.45,1.25,es,Long-tail de titulos propios. Alta intención de compra.
IA e Inteligencia Artificial,IA e Inteligencia Artificial | Manual Exact,Sponsored Products,Keyword,exact_titles,modelos libro,Exact,0.45,1.25,es,Long-tail de titulos propios. Alta intención de compra.
IA e Inteligencia Artificial,IA e Inteligencia Artificial | Manual Exact,Sponsored Products,Keyword,exact_titles,lenguaje libro,Exact,0.45,1.25,es,Long-tail de titulos propios. Alta intención de compra.
IA e Inteligencia Artificial,IA e Inteligencia Artificial | Manual Exact,Sponsored Products,Keyword,exact_titles,generativa gran libro,Exact,0.45,1.25,es,Long-tail de titulos propios. Alta intención de compra.
IA e Inteligencia Artificial,IA e Inteligencia Artificial | Manual Exact,Sponsored Products,Keyword,exact_titles,gran cambio libro,Exact,0.45,1.25,es,Long-tail de titulos propios. Alta intención de compra.
IA e Inteligencia Artificial,IA e Inteligencia Artificial | Manual Exact,Sponsored Products,Keyword,exact_titles,generativa libro,Exact,0.45,1.25,es,Long-tail de titulos propios. Alta intención de compra.
IA e Inteligencia Artificial,IA e Inteligencia Artificial | Manual Exact,Sponsored Products,Keyword,exact_titles,cambio libro,Exact,0.45,1.25,es,Long-tail de titulos propios. Alta intención de compra.
IA e Inteligencia Artificial,IA e Inteligencia Artificial | Manual Exact,Sponsored Products,Keyword,exact_titles,mito consciente libro,Exact,0.45,1.25,es,Long-tail de titulos propios. Alta intención de compra.
IA e Inteligencia Artificial,IA e Inteligencia Artificial | Manual Exact,Sponsored Products,Keyword,exact_titles,consciente libro,Exact,0.45,1.25,es,Long-tail de titulos propios. Alta intención de compra.
IA e Inteligencia Artificial,IA e Inteligencia Artificial | Manual Exact,Sponsored Products,Keyword,exact_titles,historia laboratorio libro,Exact,0.45,1.25,es,Long-tail de titulos propios. Alta intención de compra.
IA e Inteligencia Artificial,IA e Inteligencia Artificial | Manual Exact,Sponsored Products,Keyword,exact_titles,laboratorio mundo libro,Exact,0.45,1.25,es,Long-tail de titulos propios. Alta intención de compra.
IA e Inteligencia Artificial,IA e Inteligencia Artificial | Manual Exact,Sponsored Products,Keyword,exact_titles,historia libro,Exact,0.45,1.25,es,Long-tail de titulos propios. Alta intención de compra.
IA e Inteligencia Artificial,IA e Inteligencia Artificial | Manual Exact,Sponsored Products,Keyword,exact_titles,laboratorio libro,Exact,0.45,1.25,es,Long-tail de titulos propios. Alta intención de compra.
IA e Inteligencia Artificial,IA e Inteligencia Artificial | Manual Exact,Sponsored Products,Keyword,exact_titles,datos alimentan libro,Exact,0.45,1.25,es,Long-tail de titulos propios. Alta intención de compra.
IA e Inteligencia Artificial,IA e Inteligencia Artificial | Manual Exact,Sponsored Products,Keyword,exact_titles,alimentan libro,Exact,0.45,1.25,es,Long-tail de titulos propios. Alta intención de compra.
IA e Inteligencia Artificial,IA e Inteligencia Artificial | ASIN Competidores,Sponsored Products,Product (ASIN),competitor_asins,[BUSCAR EN AMAZON: La cuarta revolucion industrial Schwab],ASIN,0.4,0.5,es,Reemplazar [BUSCAR EN AMAZON: ...] con el ASIN real (B0XXXXX). Aparecer en paginas de competidores.
Psicologia Aplicada,Psicologia Aplicada | Auto,Sponsored Products,Auto,auto_all,(auto — Amazon elige targets),Auto,0.35,2.4,es,Lanzar primero. Dejar 2 semanas. Minar search terms para Manual.
Psicologia Aplicada,Psicologia Aplicada | Manual Broad,Sponsored Products,Keyword,broad_seeds,psicologia libro,Broad,0.3,2.8,es,"Descubrimiento. Revisar semanalmente, pausar keywords con alto ACOS."
Psicologia Aplicada,Psicologia Aplicada | Manual Broad,Sponsored Products,Keyword,broad_seeds,psicologia aplicada,Broad,0.3,2.8,es,"Descubrimiento. Revisar semanalmente, pausar keywords con alto ACOS."
Psicologia Aplicada,Psicologia Aplicada | Manual Broad,Sponsored Products,Keyword,broad_seeds,salud mental libro,Broad,0.3,2.8,es,"Descubrimiento. Revisar semanalmente, pausar keywords con alto ACOS."
Psicologia Aplicada,Psicologia Aplicada | Manual Broad,Sponsored Products,Keyword,broad_seeds,autoayuda psicologia,Broad,0.3,2.8,es,"Descubrimiento. Revisar semanalmente, pausar keywords con alto ACOS."
Psicologia Aplicada,Psicologia Aplicada | Manual Broad,Sponsored Products,Keyword,broad_seeds,inteligencia emocional libro,Broad,0.3,2.8,es,"Descubrimiento. Revisar semanalmente, pausar keywords con alto ACOS."
Psicologia Aplicada,Psicologia Aplicada | Manual Broad,Sponsored Products,Keyword,broad_seeds,ansiedad libro,Broad,0.3,2.8,es,"Descubrimiento. Revisar semanalmente, pausar keywords con alto ACOS."
Psicologia Aplicada,Psicologia Aplicada | Manual Broad,Sponsored Products,Keyword,broad_seeds,autoestima libro,Broad,0.3,2.8,es,"Descubrimiento. Revisar semanalmente, pausar keywords con alto ACOS."
Psicologia Aplicada,Psicologia Aplicada | Manual Broad,Sponsored Products,Keyword,broad_seeds,trauma libro español,Broad,0.3,2.8,es,"Descubrimiento. Revisar semanalmente, pausar keywords con alto ACOS."
Psicologia Aplicada,Psicologia Aplicada | Manual Broad,Sponsored Products,Keyword,broad_seeds,psicologia practica,Broad,0.3,2.8,es,"Descubrimiento. Revisar semanalmente, pausar keywords con alto ACOS."
Psicologia Aplicada,Psicologia Aplicada | Manual Broad,Sponsored Products,Keyword,broad_seeds,bienestar mental libro,Broad,0.3,2.8,es,"Descubrimiento. Revisar semanalmente, pausar keywords con alto ACOS."
Psicologia Aplicada,Psicologia Aplicada | Manual Exact,Sponsored Products,Keyword,exact_titles,metodo mente libro,Exact,0.45,2.0,es,Long-tail de titulos propios. Alta intención de compra.
Psicologia Aplicada,Psicologia Aplicada | Manual Exact,Sponsored Products,Keyword,exact_titles,metodo libro,Exact,0.45,2.0,es,Long-tail de titulos propios. Alta intención de compra.
Psicologia Aplicada,Psicologia Aplicada | Manual Exact,Sponsored Products,Keyword,exact_titles,sesgos cognitivos libro,Exact,0.45,2.0,es,Long-tail de titulos propios. Alta intención de compra.
Psicologia Aplicada,Psicologia Aplicada | Manual Exact,Sponsored Products,Keyword,exact_titles,cognitivos gobiernan libro,Exact,0.45,2.0,es,Long-tail de titulos propios. Alta intención de compra.
Psicologia Aplicada,Psicologia Aplicada | Manual Exact,Sponsored Products,Keyword,exact_titles,gobiernan vida libro,Exact,0.45,2.0,es,Long-tail de titulos propios. Alta intención de compra.
Psicologia Aplicada,Psicologia Aplicada | Manual Exact,Sponsored Products,Keyword,exact_titles,sesgos libro,Exact,0.45,2.0,es,Long-tail de titulos propios. Alta intención de compra.
Psicologia Aplicada,Psicologia Aplicada | Manual Exact,Sponsored Products,Keyword,exact_titles,cognitivos libro,Exact,0.45,2.0,es,Long-tail de titulos propios. Alta intención de compra.
Psicologia Aplicada,Psicologia Aplicada | Manual Exact,Sponsored Products,Keyword,exact_titles,gobiernan libro,Exact,0.45,2.0,es,Long-tail de titulos propios. Alta intención de compra.
Psicologia Aplicada,Psicologia Aplicada | Manual Exact,Sponsored Products,Keyword,exact_titles,neurociencia dia libro,Exact,0.45,2.0,es,Long-tail de titulos propios. Alta intención de compra.
Psicologia Aplicada,Psicologia Aplicada | Manual Exact,Sponsored Products,Keyword,exact_titles,dia dia libro,Exact,0.45,2.0,es,Long-tail de titulos propios. Alta intención de compra.
Psicologia Aplicada,Psicologia Aplicada | Manual Exact,Sponsored Products,Keyword,exact_titles,neurociencia libro,Exact,0.45,2.0,es,Long-tail de titulos propios. Alta intención de compra.
Psicologia Aplicada,Psicologia Aplicada | Manual Exact,Sponsored Products,Keyword,exact_titles,inconsciente vida libro,Exact,0.45,2.0,es,Long-tail de titulos propios. Alta intención de compra.
Psicologia Aplicada,Psicologia Aplicada | Manual Exact,Sponsored Products,Keyword,exact_titles,vida cotidiana libro,Exact,0.45,2.0,es,Long-tail de titulos propios. Alta intención de compra.
Psicologia Aplicada,Psicologia Aplicada | Manual Exact,Sponsored Products,Keyword,exact_titles,inconsciente libro,Exact,0.45,2.0,es,Long-tail de titulos propios. Alta intención de compra.
Psicologia Aplicada,Psicologia Aplicada | Manual Exact,Sponsored Products,Keyword,exact_titles,cotidiana libro,Exact,0.45,2.0,es,Long-tail de titulos propios. Alta intención de compra.
Psicologia Aplicada,Psicologia Aplicada | Manual Exact,Sponsored Products,Keyword,exact_titles,atencion concentracion libro,Exact,0.45,2.0,es,Long-tail de titulos propios. Alta intención de compra.
Psicologia Aplicada,Psicologia Aplicada | Manual Exact,Sponsored Products,Keyword,exact_titles,atencion libro,Exact,0.45,2.0,es,Long-tail de titulos propios. Alta intención de compra.
Psicologia Aplicada,Psicologia Aplicada | Manual Exact,Sponsored Products,Keyword,exact_titles,concentracion libro,Exact,0.45,2.0,es,Long-tail de titulos propios. Alta intención de compra.
Psicologia Aplicada,Psicologia Aplicada | Manual Exact,Sponsored Products,Keyword,exact_titles,memoria aprendizaje libro,Exact,0.45,2.0,es,Long-tail de titulos propios. Alta intención de compra.
Psicologia Aplicada,Psicologia Aplicada | Manual Exact,Sponsored Products,Keyword,exact_titles,memoria libro,Exact,0.45,2.0,es,Long-tail de titulos propios. Alta intención de compra.
Psicologia Aplicada,Psicologia Aplicada | Manual Exact,Sponsored Products,Keyword,exact_titles,aprendizaje libro,Exact,0.45,2.0,es,Long-tail de titulos propios. Alta intención de compra.
Psicologia Aplicada,Psicologia Aplicada | Manual Exact,Sponsored Products,Keyword,exact_titles,inteligencia emocional libro,Exact,0.45,2.0,es,Long-tail de titulos propios. Alta intención de compra.
Psicologia Aplicada,Psicologia Aplicada | Manual Exact,Sponsored Products,Keyword,exact_titles,inteligencia libro,Exact,0.45,2.0,es,Long-tail de titulos propios. Alta intención de compra.
Psicologia Aplicada,Psicologia Aplicada | Manual Exact,Sponsored Products,Keyword,exact_titles,emocional libro,Exact,0.45,2.0,es,Long-tail de titulos propios. Alta intención de compra.
Psicologia Aplicada,Psicologia Aplicada | Manual Exact,Sponsored Products,Keyword,exact_titles,creatividad pensamiento libro,Exact,0.45,2.0,es,Long-tail de titulos propios. Alta intención de compra.
Psicologia Aplicada,Psicologia Aplicada | Manual Exact,Sponsored Products,Keyword,exact_titles,pensamiento lateral libro,Exact,0.45,2.0,es,Long-tail de titulos propios. Alta intención de compra.
Psicologia Aplicada,Psicologia Aplicada | Manual Exact,Sponsored Products,Keyword,exact_titles,creatividad libro,Exact,0.45,2.0,es,Long-tail de titulos propios. Alta intención de compra.
Psicologia Aplicada,Psicologia Aplicada | Manual Exact,Sponsored Products,Keyword,exact_titles,pensamiento libro,Exact,0.45,2.0,es,Long-tail de titulos propios. Alta intención de compra.
Psicologia Aplicada,Psicologia Aplicada | Manual Exact,Sponsored Products,Keyword,exact_titles,lateral libro,Exact,0.45,2.0,es,Long-tail de titulos propios. Alta intención de compra.
Psicologia Aplicada,Psicologia Aplicada | Manual Exact,Sponsored Products,Keyword,exact_titles,toma decisiones libro,Exact,0.45,2.0,es,Long-tail de titulos propios. Alta intención de compra.
Psicologia Aplicada,Psicologia Aplicada | ASIN Competidores,Sponsored Products,Product (ASIN),competitor_asins,[BUSCAR EN AMAZON: El poder del ahora Tolle],ASIN,0.4,0.8,es,Reemplazar [BUSCAR EN AMAZON: ...] con el ASIN real (B0XXXXX). Aparecer en paginas de competidores.
Psicologia Aplicada,Psicologia Aplicada | ASIN Competidores,Sponsored Products,Product (ASIN),competitor_asins,[BUSCAR EN AMAZON: Los cuatro acuerdos Ruiz],ASIN,0.4,0.8,es,Reemplazar [BUSCAR EN AMAZON: ...] con el ASIN real (B0XXXXX). Aparecer en paginas de competidores.
Emprendimiento,Emprendimiento | Auto,Sponsored Products,Auto,auto_all,(auto — Amazon elige targets),Auto,0.35,1.7999999999999998,es,Lanzar primero. Dejar 2 semanas. Minar search terms para Manual.
Emprendimiento,Emprendimiento | Manual Broad,Sponsored Products,Keyword,broad_seeds,emprendimiento libro,Broad,0.3,2.0999999999999996,es,"Descubrimiento. Revisar semanalmente, pausar keywords con alto ACOS."
Emprendimiento,Emprendimiento | Manual Broad,Sponsored Products,Keyword,broad_seeds,como emprender,Broad,0.3,2.0999999999999996,es,"Descubrimiento. Revisar semanalmente, pausar keywords con alto ACOS."
Emprendimiento,Emprendimiento | Manual Broad,Sponsored Products,Keyword,broad_seeds,startup libro español,Broad,0.3,2.0999999999999996,es,"Descubrimiento. Revisar semanalmente, pausar keywords con alto ACOS."
Emprendimiento,Emprendimiento | Manual Broad,Sponsored Products,Keyword,broad_seeds,negocio propio libro,Broad,0.3,2.0999999999999996,es,"Descubrimiento. Revisar semanalmente, pausar keywords con alto ACOS."
Emprendimiento,Emprendimiento | Manual Broad,Sponsored Products,Keyword,broad_seeds,emprendedor libro,Broad,0.3,2.0999999999999996,es,"Descubrimiento. Revisar semanalmente, pausar keywords con alto ACOS."
Emprendimiento,Emprendimiento | Manual Broad,Sponsored Products,Keyword,broad_seeds,crear empresa libro,Broad,0.3,2.0999999999999996,es,"Descubrimiento. Revisar semanalmente, pausar keywords con alto ACOS."
Emprendimiento,Emprendimiento | Manual Broad,Sponsored Products,Keyword,broad_seeds,mentalidad emprendedora,Broad,0.3,2.0999999999999996,es,"Descubrimiento. Revisar semanalmente, pausar keywords con alto ACOS."
Emprendimiento,Emprendimiento | Manual Broad,Sponsored Products,Keyword,broad_seeds,negocios online libro,Broad,0.3,2.0999999999999996,es,"Descubrimiento. Revisar semanalmente, pausar keywords con alto ACOS."
Emprendimiento,Emprendimiento | Manual Exact,Sponsored Products,Keyword,exact_titles,metodo lanzar libro,Exact,0.45,1.5,es,Long-tail de titulos propios. Alta intención de compra.
Emprendimiento,Emprendimiento | Manual Exact,Sponsored Products,Keyword,exact_titles,metodo libro,Exact,0.45,1.5,es,Long-tail de titulos propios. Alta intención de compra.
Emprendimiento,Emprendimiento | Manual Exact,Sponsored Products,Keyword,exact_titles,lanzar libro,Exact,0.45,1.5,es,Long-tail de titulos propios. Alta intención de compra.
Emprendimiento,Emprendimiento | Manual Exact,Sponsored Products,Keyword,exact_titles,mentalidad emprendedor libro,Exact,0.45,1.5,es,Long-tail de titulos propios. Alta intención de compra.
Emprendimiento,Emprendimiento | Manual Exact,Sponsored Products,Keyword,exact_titles,mentalidad libro,Exact,0.45,1.5,es,Long-tail de titulos propios. Alta intención de compra.
Emprendimiento,Emprendimiento | Manual Exact,Sponsored Products,Keyword,exact_titles,emprendedor libro,Exact,0.45,1.5,es,Long-tail de titulos propios. Alta intención de compra.
Emprendimiento,Emprendimiento | Manual Exact,Sponsored Products,Keyword,exact_titles,superar miedo libro,Exact,0.45,1.5,es,Long-tail de titulos propios. Alta intención de compra.
Emprendimiento,Emprendimiento | Manual Exact,Sponsored Products,Keyword,exact_titles,miedo emprender libro,Exact,0.45,1.5,es,Long-tail de titulos propios. Alta intención de compra.
Emprendimiento,Emprendimiento | Manual Exact,Sponsored Products,Keyword,exact_titles,superar libro,Exact,0.45,1.5,es,Long-tail de titulos propios. Alta intención de compra.
Emprendimiento,Emprendimiento | Manual Exact,Sponsored Products,Keyword,exact_titles,emprender libro,Exact,0.45,1.5,es,Long-tail de titulos propios. Alta intención de compra.
Emprendimiento,Emprendimiento | Manual Exact,Sponsored Products,Keyword,exact_titles,resiliencia emprendedora libro,Exact,0.45,1.5,es,Long-tail de titulos propios. Alta intención de compra.
Emprendimiento,Emprendimiento | Manual Exact,Sponsored Products,Keyword,exact_titles,resiliencia libro,Exact,0.45,1.5,es,Long-tail de titulos propios. Alta intención de compra.
Emprendimiento,Emprendimiento | Manual Exact,Sponsored Products,Keyword,exact_titles,emprendedora libro,Exact,0.45,1.5,es,Long-tail de titulos propios. Alta intención de compra.
Emprendimiento,Emprendimiento | Manual Exact,Sponsored Products,Keyword,exact_titles,empleado emprendedor libro,Exact,0.45,1.5,es,Long-tail de titulos propios. Alta intención de compra.
Emprendimiento,Emprendimiento | Manual Exact,Sponsored Products,Keyword,exact_titles,empleado libro,Exact,0.45,1.5,es,Long-tail de titulos propios. Alta intención de compra.
Emprendimiento,Emprendimiento | Manual Exact,Sponsored Products,Keyword,exact_titles,vision proposito libro,Exact,0.45,1.5,es,Long-tail de titulos propios. Alta intención de compra.
Emprendimiento,Emprendimiento | Manual Exact,Sponsored Products,Keyword,exact_titles,proposito negocio libro,Exact,0.45,1.5,es,Long-tail de titulos propios. Alta intención de compra.
Emprendimiento,Emprendimiento | Manual Exact,Sponsored Products,Keyword,exact_titles,vision libro,Exact,0.45,1.5,es,Long-tail de titulos propios. Alta intención de compra.
Emprendimiento,Emprendimiento | Manual Exact,Sponsored Products,Keyword,exact_titles,proposito libro,Exact,0.45,1.5,es,Long-tail de titulos propios. Alta intención de compra.
Emprendimiento,Emprendimiento | Manual Exact,Sponsored Products,Keyword,exact_titles,negocio libro,Exact,0.45,1.5,es,Long-tail de titulos propios. Alta intención de compra.
Emprendimiento,Emprendimiento | Manual Exact,Sponsored Products,Keyword,exact_titles,mindset aprendizaje libro,Exact,0.45,1.5,es,Long-tail de titulos propios. Alta intención de compra.
Emprendimiento,Emprendimiento | Manual Exact,Sponsored Products,Keyword,exact_titles,aprendizaje continuo libro,Exact,0.45,1.5,es,Long-tail de titulos propios. Alta intención de compra.
Emprendimiento,Emprendimiento | Manual Exact,Sponsored Products,Keyword,exact_titles,mindset libro,Exact,0.45,1.5,es,Long-tail de titulos propios. Alta intención de compra.
Emprendimiento,Emprendimiento | Manual Exact,Sponsored Products,Keyword,exact_titles,aprendizaje libro,Exact,0.45,1.5,es,Long-tail de titulos propios. Alta intención de compra.
Emprendimiento,Emprendimiento | Manual Exact,Sponsored Products,Keyword,exact_titles,continuo libro,Exact,0.45,1.5,es,Long-tail de titulos propios. Alta intención de compra.
Emprendimiento,Emprendimiento | Manual Exact,Sponsored Products,Keyword,exact_titles,tomar decisiones libro,Exact,0.45,1.5,es,Long-tail de titulos propios. Alta intención de compra.
Emprendimiento,Emprendimiento | Manual Exact,Sponsored Products,Keyword,exact_titles,decisiones bajo libro,Exact,0.45,1.5,es,Long-tail de titulos propios. Alta intención de compra.
